ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
null,1984,2,schwarz,null,3,4,null,3299,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,63500,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,8ad1d968-ced2-4685-91af-54f6c6b3dd2f
G,1998,2,anthrazit,253 g/km,7,5,10.7 l/100km,2997,Occasion,"""Ab MFK""",schwarz mét.,Vorderradantrieb,Automat,186000,200,Coupé,Benzin,Zuzwil,HONDA,ACCORD,Accord Coupé V6 3.0i VTEC,Accord Coupé V6 3.0i VTEC,HONDA Accord Coupé V6 3.0i VTEC,0399aa11-8d96-4f84-a29e-1a5a729c634a
G,2011,2,schwarz,252 g/km,1,4,10.8 l/100km,4163,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,31750,450,Coupé,Benzin,Zuzwil,AUDI,RS5,RS5 Coupé 4.2FSI quattro,RS5 Coupé 4.2FSI quattro,AUDI RS5 Coupé 4.2FSI quattro,cfe53603-9073-4f4f-92cc-f33c9c876316
G,2010,2,rot,275 g/km,10,2,11.8 l/100km,4497,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,680,566,Coupé,Benzin,Zuzwil,FERRARI,458,458 Italia 4.5 V8,458 Italia 4.5 V8,FERRARI 458 Italia 4.5 V8,7574a508-2203-47a3-939d-beb9eb86d3d2
null,1988,4,beige,null,9,5,null,6747,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,73800,215,Limousine,null,Zuzwil,ROLLS-ROYCE,Silver Spur,Silver Spur,null,ROLLS-ROYCE Silver Spur,c3bf13e4-ba47-4a7e-a986-065ef6aaa1a9
null,1971,0,schwarz,null,7,4,null,0,Occasion,"""Ab MFK""",blau,null,Schaltgetriebe,75000,70,Limousine,null,Zuzwil,NSU,,TTS,TTS,NSU TTS,59961c25-4fa0-4bba-85f3-a372c0e7595c
G,2009,2,schwarz,292 g/km,3,4,12.5 l/100km,5000,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,49500,510,Cabriolet,Benzin,Zuzwil,JAGUAR,XK,XKR 5.0 V8 SC,XKR 5.0 V8 SC,JAGUAR XKR 5.0 V8 SC,fb366799-6c77-4080-9ca3-4539dec03307
D,2012,4,grau,149 g/km,4,5,5.7 l/100km,2993,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,82000,313,Limousine,Diesel,Zuzwil,BMW,535,535d xDrive,535d xDrive,BMW 535d xDrive,9244e25b-0988-44d4-96fd-d693d1c89ec0
G,2002,2,schwarz,309 g/km,5,4,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,Hinterradantrieb,Schaltgetriebe manuell,38200,462,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GT2,911 GT2,PORSCHE 911 GT2,98c5db7e-5ca9-4562-9d1f-5b2ed5907782
G,2006,2,grau,292 g/km,5,2,12.1 l/100km,4966,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,8000,306,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,488e6553-b103-4bbc-b195-10335ae3400a
G,2016,2,schwarz,280 g/km,1,2,12.0 l/100km,5204,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatisiertes Schaltgetriebe,2100,610,Coupé,Benzin,Zuzwil,LAMBORGHINI,HURACAN,Huracan LP610-4 Coupé,Huracan LP610-4 Coupé,LAMBORGHINI Huracan LP610-4 Coupé,eda319cf-52c4-4043-a4ad-12f5f5990ca2
null,2012,2,schwarz,null,3,2,null,6208,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatik-Getriebe,500,517,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,C 63 AMG,C 63 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ C 63 AMG BLACK SERIES,87b418e5-492a-425f-889f-e08ad510dbe4
null,1999,4,schwarz,317 g/km,5,5,13.3 l/100km,4398,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,18300,286,Limousine,Benzin,Zuzwil,BMW,740,740iL,740iL,BMW 740iL,35951deb-0d34-413a-9fe7-09dfcd6988ac
null,2000,2,null,null,5,0,null,3600,Occasion,"""Ab MFK"", ""Tuning""",schwarz mét.,null,Schaltgetriebe,7000,370,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GT3 CUP,GT3 CUP,PORSCHE 911 GT3 CUP,25fab36d-3e5f-4374-a92e-6e0bb7d102a7
G,2004,2,schwarz,475 g/km,7,4,20.7 l/100km,5748,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,113800,540,Coupé,Benzin,Zuzwil,FERRARI,612,612,612,FERRARI 612,e2ac5746-9f0b-4be7-9107-3e52d7449943
null,1995,2,beige,null,8,4,10.4 l/100km,2792,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,49900,193,Cabriolet,Benzin,Zuzwil,BMW,328,328i A Cabrio,328i A Cabrio,BMW 328i A Cabrio,80aedfdd-7ae7-4bcb-ab70-89817ee4d608
null,1976,2,mehrfarbig,null,11,4,null,1988,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,38700,120,Coupé,Benzin,Zuzwil,TOYOTA,CELICA,CELICA 2000GT,2000GT,TOYOTA CELICA 2000GT,5c0c61f5-c43e-4b18-9504-71437ed14dd9
null,1995,2,blau,null,2,4,null,3598,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,134100,272,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,46692f7d-ab00-47f1-912e-7696ee5e046d
null,1993,5,grau,null,12,5,null,1994,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Schaltgetriebe manuell,131000,212,Limousine,Benzin,Zuzwil,LANCIA,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,2fa05737-1650-425d-8d4d-6e2d8e2b95b5
null,1979,3,mehrfarbig,null,7,6,null,2977,Occasion,null,schwarz mét.,Allrad,Schaltgetriebe,240500,0,SUV / Geländewagen,Diesel,Zuzwil,TOYOTA,LAND CRUISER,LAND CRUISER BJ 40 LT,BJ 40 LT,TOYOTA LAND CRUISER BJ 40 LT,a87817f2-a0f6-427d-93e5-9a6d949b00f7
G,2006,2,mehrfarbig,400 g/km,9,4,17.5 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,38900,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,851b03af-4f78-489f-959f-30dc8523bfeb
null,2006,0,null,null,4,0,null,1449,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe,100,0,,Benzin,Zuzwil,HARLEY-DAVIDSON,,HPU Hurricane TC,HPU Hurricane TC,HARLEY-DAVIDSON HPU Hurricane TC,ba00d8eb-5025-47e0-887e-9750b05bb025
null,1994,5,grau,414 g/km,11,5,16.2 l/100km,4554,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,87000,226,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER,Range Rover 4.6 HSE,Range Rover 4.6 HSE,LAND ROVER Range Rover 4.6 HSE,1b98ad24-cc29-4a6d-b908-e063d04c4042
G,2008,2,beige,355 g/km,5,4,14.8 l/100km,5981,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat sequentiell,43000,612,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 65 AMG,CL 65 AMG,CL 65 AMG,MERCEDES-BENZ CL 65 AMG,be417357-1cac-4bef-add5-04b0297c27a9
G,2004,2,anthrazit,346 g/km,3,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automat,96400,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,a7c52d5e-9153-4111-a9b6-a2f0974835df
null,1979,2,blau,null,5,5,null,2315,Occasion,null,schwarz mét.,Hinterradantrieb,Schaltgetriebe,157400,143,Coupé,Benzin,Zuzwil,BMW,,323 i E21,323 i E21,BMW 323 i E21,3701e0ea-9584-40a4-8110-ab95e2cde643
G,2009,2,braun,330 g/km,12,4,14.3 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",schwarz mét.,Hinterradantrieb,Automat sequentiell,8700,405,Coupé,Benzin,Zuzwil,MASERATI,GRANTURISMO,GranTurismo,GranTurismo,MASERATI GranTurismo,09fb37a7-d317-4a79-91bc-32af67400a04
G,2006,2,schwarz,288 g/km,9,4,12.3 l/100km,5461,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat sequentiell,15100,388,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 500,CL 500,CL 500,MERCEDES-BENZ CL 500,6c0f3cde-e354-4a31-a336-a659f7757fd6
F,2003,3,schwarz,127 g/km,7,2,5.3 l/100km,698,Occasion,"""Ab MFK""",schwarz mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,165000,61,Cabriolet,Benzin,Zuzwil,SMART,FORTWO,Fortwo passion,Fortwo passion,SMART Fortwo passion,0470fa06-1d66-46de-9351-3a5d7c847473
null,2000,5,schwarz,350 g/km,10,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automat,211000,340,Kombi,Benzin,Zuzwil,AUDI,S6,S6 Avant quattro,S6 Avant quattro,AUDI S6 Avant quattro,c8252411-446b-4d7f-b4d9-16d13d7b49d2
G,2000,2,schwarz,309 g/km,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",schwarz mét.,Allrad,Automatik-Getriebe,80000,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,0b509f05-1e9f-48ec-bb69-3777b82076e8
G,2006,5,schwarz,331 g/km,1,6,13.9 l/100km,4966,Neu,"""Ab MFK""",schwarz mét.,Allrad,Automat sequentiell,500,306,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,R 500,R 500 4Matic,R 500 4Matic,MERCEDES-BENZ R 500 4Matic,61fc6649-0f1a-465e-a777-a5f1db62f4eb
null,1982,0,anthrazit,null,1,4,null,0,Oldtimer,null,schwarz mét.,Hinterradantrieb,Automatik-Getriebe,70000,0,Cabriolet,Benzin,Basel,ROLLS-ROYCE,CORNICHE,CORNICHE Convertible,Convertible,ROLLS-ROYCE CORNICHE Convertible,2661cb06-2679-4458-9b7e-0b8ad63f67f1
null,1999,2,null,295 g/km,4,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,35100,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4,911 Carrera 4,PORSCHE 911 Carrera 4,2ee0045c-b38b-4ab9-ba02-fe3bbfd0bca0
null,1994,5,beige,null,1,5,null,1994,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,130300,212,Limousine,Benzin,Zuzwil,LANCIA,DELTA,Delta HF Integrale Evo 4V,Delta HF Integrale Evo 4V,LANCIA Delta HF Integrale Evo 4V,8ed45566-b208-49b5-896a-df4048f6c20d
null,1972,2,schwarz,null,6,5,null,1290,Occasion,null,silber,null,Schaltgetriebe manuell,79380,0,Limousine,Benzin,Zuzwil,ALFA ROMEO,GT,GT 1300 Junior,1300 Junior,ALFA ROMEO GT 1300 Junior,ac648e3c-f56d-4961-91d4-6fe18d8fd9be
G,2010,2,schwarz,415 g/km,4,2,17.9 l/100km,5999,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,28900,620,Coupé,Benzin,Zuzwil,FERRARI,599,599 GTB HGTE,599 GTB HGTE,FERRARI 599 GTB HGTE,c05e3714-40be-43f3-a0ba-70ab21b30955
null,1970,2,schwarz,null,9,2,null,4390,Oldtimer,null,silber,null,null,8000,352,Coupé,Benzin,Sursee,FERRARI,365,365 Daytona Plexiglas,Daytona Plexiglas,FERRARI 365 Daytona Plexiglas,2caaed84-accf-4d90-81ff-b83086d4279e
null,1995,2,schwarz,null,5,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe manuell,78000,380,Coupé,Benzin,Zuzwil,FERRARI,F355,F355 Berlinetta,F355 Berlinetta,FERRARI F355 Berlinetta,f050bc09-f5b1-43de-b972-11ef4f2c770d
null,1984,2,schwarz,null,5,4,null,2664,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,78000,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,Alpine A310 V6 VFA-2700 VAA,Alpine A310 V6 VFA-2700 VAA,RENAULT Alpine A310 V6 VFA-2700 VAA,a64dcc9b-59d4-46c1-87a0-7d42506d9c5a
G,2004,4,schwarz,310 g/km,2,5,12.9 l/100km,5439,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,147400,476,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 55 AMG,E 55 AMG Avantgarde,E 55 AMG Avantgarde,MERCEDES-BENZ E 55 AMG Avantgarde,b6f73c14-1902-4bab-801c-53dec43a3aa8
G,1997,5,schwarz,245 g/km,6,5,10.2 l/100km,2799,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,62500,197,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,C 280,C 280 Elégance,C 280 Elégance,MERCEDES-BENZ C 280 Elégance,17e886d2-8e8c-4db4-8961-b5ca490a8dd4
G,2003,5,schwarz,350 g/km,2,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",silber,Allrad,Automat sequentiell,144200,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,1e550591-f78d-4483-af05-0fff374b8243
null,1998,4,schwarz,343 g/km,1,5,14.3 l/100km,4172,Occasion,"""Ab MFK""",silber,Allrad,Automatik-Getriebe,57000,340,Limousine,Benzin,Zuzwil,AUDI,S8,S8 4.2 quattro,S8 4.2 quattro,AUDI S8 4.2 quattro,bd6b0c8c-7078-420e-b8cf-e8857fb07840
G,2003,5,schwarz,332 g/km,11,5,12.3 l/100km,4921,Occasion,"""Ab MFK""",silber,Allrad,Automat,117800,313,SUV / Geländewagen,Diesel,Zuzwil,VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10,13d9dad6-919c-4930-a5fd-a9ba90a71088
null,1990,3,mehrfarbig,null,6,4,null,1808,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,162900,169,Coupé,Benzin,Zuzwil,NISSAN,200 SX,200 SX 1.8 16V Turbo,200 SX 1.8 16V Turbo,NISSAN 200 SX 1.8 16V Turbo,e0bb0404-9d10-4690-a7d9-59be9e8baa79
G,2008,2,grau,415 g/km,4,2,17.9 l/100km,5999,Vorführmodell,null,silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,26000,620,Coupé,Benzin,Zuzwil,FERRARI,599,599 GTB,599 GTB,FERRARI 599 GTB,287622a8-d072-45e2-acfd-c1b37796fb6b
null,1991,2,rot,null,8,4,null,3297,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,101300,320,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo II,911 Turbo II,PORSCHE 911 Turbo II,a0908e88-937e-4b2f-9343-ab0e2ce81e48
null,2009,2,schwarz,null,7,2,null,5980,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,34000,670,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,1656febf-ef0a-4e50-b7b7-2ea82499b487
G,2002,2,grau,328 g/km,5,4,13.6 l/100km,3246,Occasion,"""Ab MFK""",blau mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,49600,343,Cabriolet,Benzin,Zuzwil,BMW,M3,M3,M3,BMW M3,bb4fcef0-98cd-4e96-b9d6-09bc3b825c13
G,2011,4,schwarz,324 g/km,0,5,13.5 l/100km,4163,Occasion,"""Ab MFK""",silber,Allrad,Schaltgetriebe manuell,1350,420,Limousine,Benzin,Zuzwil,AUDI,RS4,RS4 4.2 V8 quattro,RS4 4.2 V8 quattro,AUDI RS4 4.2 V8 quattro,31bfa5fd-987b-41c7-9a39-840aed6c585c
G,2000,2,schwarz,321 g/km,2,4,13.4 l/100km,5786,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber,Hinterradantrieb,Automat,75400,367,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,617aa40a-11d7-4ee9-a3d5-c504e7981a80
null,1999,2,null,null,10,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,47900,360,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GT3,911 GT3,PORSCHE 911 GT3,f5098f05-0d6f-4895-8633-6066d7358d25
G,2006,5,null,346 g/km,9,5,12.8 l/100km,4921,Occasion,"""Ab MFK""",silber,Allrad,Automat,104500,313,SUV / Geländewagen,Diesel,Zuzwil,VW,TOUAREG,Touareg 5.0 TDI V10,Touareg 5.0 TDI V10,VW Touareg 5.0 TDI V10,46d4ae3f-9a34-45d3-8763-a5a1672c2718
G,2005,2,schwarz,394 g/km,1,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat sequentiell,40800,457,Coupé,Benzin,Zuzwil,ASTON MARTIN,DB9,DB9,DB9,ASTON MARTIN DB9,91290a58-f795-46ab-b542-2d38a33e0861
null,1994,2,braun,null,3,5,null,4971,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,111500,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,3bb2acb3-f4b3-4096-bfe8-ae9970b30983
G,2003,2,beige,353 g/km,7,4,14.7 l/100km,5513,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automat,22400,500,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,df6da809-878f-42ed-aa39-38b3e8d490f2
null,1968,3,schwarz,null,3,4,null,7200,Occasion,null,silber,Hinterradantrieb,Automat,1000,360,Cabriolet,Benzin,Sursee,FORD (USA),MUSTANG,Mustang,null,FORD (USA) Mustang,aaa1830b-f955-4e76-ab70-f696045c0986
G,2009,2,schwarz,355 g/km,7,2,15.0 l/100km,6162,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Schaltgetriebe manuell,4000,647,Coupé,Benzin,Zuzwil,CHEVROLET,CORVETTE,Corvette ZR1,Corvette ZR1,CHEVROLET Corvette ZR1,078f0145-ddd5-46cc-b44d-3f9173e26651
null,2003,2,beige,440 g/km,2,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,55800,400,Cabriolet,Benzin,Zuzwil,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,d513b6ce-f552-425d-972a-f8b811cdc7f2
null,1985,3,mehrfarbig,null,9,4,null,993,Occasion,"""Ab MFK""",blau mét.,Vorderradantrieb,Schaltgetriebe manuell,61800,68,Kleinwagen,Benzin,Zuzwil,DAIHATSU,CHARADE,Charade 1.0 Turbo,Charade 1.0 Turbo,DAIHATSU Charade 1.0 Turbo,14948b63-7ad7-4fd9-b6e6-57a458f58508
null,2003,4,beige,264 g/km,9,5,10.9 l/100km,4398,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,33600,333,Limousine,Benzin,Zuzwil,BMW,545,545i,545i,BMW 545i,2a2c3a8c-5b70-4b04-91f2-02e501802837
null,2000,4,grau,257 g/km,7,5,10.7 l/100km,2597,Occasion,"""Ab MFK""",silber,Hinterradantrieb,Automatik-Getriebe,162900,170,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,C 240,C 240 Elégance,C 240 Elégance,MERCEDES-BENZ C 240 Elégance,876bfef8-6dd9-48a2-b570-cc9a0a0da3b7
G,2005,2,schwarz,400 g/km,1,4,17.5 l/100km,4244,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber,Hinterradantrieb,Automatisiertes Schaltgetriebe,38400,400,Coupé,Benzin,Zuzwil,MASERATI,GRANSPORT,Coupé GranSport,Coupé GranSport,MASERATI Coupé GranSport,b7612a9c-3291-4ab2-94e6-49edc221dbc7
G,2008,2,rot,362 g/km,7,2,14.0 l/100km,5981,Occasion,"""Ab MFK"", ""Direkt-/Parallelimport""",silber mét.,Hinterradantrieb,Automat sequentiell,24000,612,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,c64079a5-7e60-464b-a8a1-a2079488ac84
null,2001,2,grau,309 g/km,2,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",silber mét.,Allrad,Automatik-Getriebe,82100,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,a7303ef8-0857-4e62-8401-c0a816231011
null,1972,2,schwarz,null,4,5,null,1177,Occasion,"""Ab MFK""",silber mét.,null,Schaltgetriebe,82804,65,Limousine,Benzin,Zuzwil,NSU,,TT,TT,NSU TT,21849682-6b3e-467d-beb0-fd7856a41c7f
G,2012,2,schwarz,279 g/km,3,2,11.7 l/100km,3798,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,1200,626,Coupé,Benzin,Zuzwil,McLAREN,12C,MP4-12C Coupé 3.8 V8,MP4-12C Coupé 3.8 V8,McLAREN MP4-12C Coupé 3.8 V8,1080b451-db0a-4034-b53c-b24df6b10997
null,1999,4,schwarz,291 g/km,8,5,12.1 l/100km,3498,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,33900,238,Limousine,Benzin,Zuzwil,BMW,735,735i,735i,BMW 735i,ad645d6e-e6e1-45e7-9cd8-fc13896c2dc3
G,2010,4,schwarz,187 g/km,6,5,8.0 l/100km,1796,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,29800,204,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 250,E 250 CGI BlueEff Avgarde,E 250 CGI BlueEff Avgarde,MERCEDES-BENZ E 250 CGI BlueEff Avgarde,a3181836-f11a-4d1b-afbd-2d17585362cb
null,1982,2,null,null,10,4,null,2664,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Schaltgetriebe manuell,31000,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,Alpine A310 V6,Alpine A310 V6,RENAULT Alpine A310 V6,03cd41db-6069-4445-b1ac-ba7445d75e48
G,2001,5,schwarz,226 g/km,6,5,9.6 l/100km,2946,Occasion,"""Ab MFK""",blau mét.,Vorderradantrieb,Schaltgetriebe manuell,83800,208,Limousine,Benzin,Zuzwil,CITROEN,C5,C5 3.0 V6 Exclusive,C5 3.0 V6 Exclusive,CITROEN C5 3.0 V6 Exclusive,6b90157c-f665-4517-bd73-8bad81e1baa9
D,2004,5,grau,152 g/km,6,5,5.7 l/100km,1995,Occasion,"""Ab MFK""",silber mét.,Vorderradantrieb,Schaltgetriebe manuell,144000,116,Kombi,Diesel,Zuzwil,TOYOTA,COROLLA,Corolla 2.0 D4D L.Terra,Corolla 2.0 D4D L.Terra,TOYOTA Corolla 2.0 D4D L.Terra,9381303e-f9dd-4c0d-ab6e-fc135fd603d3
G,2000,4,beige,390 g/km,4,5,19.9 l/100km,4398,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat,42300,354,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage Green Label,Arnage Green Label,BENTLEY Arnage Green Label,5098e3df-e022-4f5c-9cfe-a5939b405fe2
G,2005,2,schwarz,357 g/km,7,4,14.8 l/100km,4999,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,8500,507,Coupé,Benzin,Zuzwil,BMW,M6,M6,M6,BMW M6,48bd85cb-6087-4f7f-a383-75c56f7c88ec
null,2000,2,schwarz,309 g/km,12,4,12.9 l/100km,3600,Occasion,null,silber mét.,Allrad,Automatik-Getriebe,60500,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,39ad9cbc-931e-429d-846b-b5c3ff8259d2
G,2005,2,grau,499 g/km,3,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automatik-Getriebe,22500,517,Coupé,Benzin,Zuzwil,FERRARI,575M,575M,575M,FERRARI 575M,0a016f95-5ba5-4e0f-aedb-d2723fe68d9d
C,2012,5,rot,145 g/km,9,5,5.5 l/100km,1995,Occasion,"""Ab MFK""",silber mét.,Allrad,Automat sequentiell,39200,218,SUV / Geländewagen,Diesel,Zuzwil,BMW,X1,X1 xDrive 25d Sport Line,X1 xDrive 25d Sport Line,BMW X1 xDrive 25d Sport Line,336bbd7c-b922-429f-a4ee-2defda2f8088
G,2004,4,beige,357 g/km,8,5,14.9 l/100km,5981,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat,61000,612,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 65 AMG,S 65 L AMG 650PS,S 65 L AMG 650PS,MERCEDES-BENZ S 65 L AMG 650PS,f211ea25-5513-461c-b961-b14d5db1a1c1
G,2000,2,beige,495 g/km,3,4,22.0 l/100km,5474,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Schaltgetriebe manuell,35000,442,Coupé,Benzin,Zuzwil,FERRARI,456,456M GT,456M GT,FERRARI 456M GT,d922a05f-ba7a-4e55-acbf-166bd99f5375
G,2009,4,beige,286 g/km,2,5,12.2 l/100km,5461,Occasion,"""Ab MFK""",silber mét.,Hinterradantrieb,Automat sequentiell,52000,388,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 500,S 500,S 500,MERCEDES-BENZ S 500,3036fc17-b008-409f-90fc-0ad9f1a30af6
G,2007,5,schwarz,235 g/km,2,5,9.8 l/100km,3189,Occasion,"""Ab MFK""",silber mét.,Allrad,Automatisiertes Schaltgetriebe,105800,250,Limousine,Benzin,Zuzwil,VW,GOLF,Golf R32 4Motion,Golf R32 4Motion,VW Golf R32 4Motion,48071945-0afc-4a0a-b4c2-b59319498809
null,1971,3,schwarz,null,5,4,null,2632,Occasion,null,blau mét.,Hinterradantrieb,Schaltgetriebe,64600,150,Coupé,Benzin,Zuzwil,FORD,CAPRI,CAPRI RS 2600,RS 2600,FORD CAPRI RS 2600,4f12edee-720b-4d57-b197-47ac2a284985
