ConsumptionRatingText,FirstRegYear,Doors,InteriorColorText,Co2EmissionText,FirstRegMonth,Seats,ConsumptionTotalText,Ccm,ConditionTypeText,Properties,BodyColorText,DriveTypeText,TransmissionTypeText,Km,Hp,BodyTypeText,FuelTypeText,City,MakeText,ModelText,ModelTypeText,TypeName,TypeNameFull,entity_id
G,2004,2,schwarz,309 g/km,1,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",grün mét.,Allrad,Schaltgetriebe manuell,47500,610,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,0dce395b-d1bd-4367-8107-d61c621b9049
G,2005,4,schwarz,357 g/km,8,5,14.8 l/100km,4999,Occasion,"""Ab MFK""",grün mét.,Hinterradantrieb,Automatisiertes Schaltgetriebe,33600,503,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,aeb296a1-19d1-4731-9e78-1023a4686568
G,2003,2,schwarz,210 g/km,5,4,8.8 l/100km,1985,Occasion,"""Ab MFK""",grün mét.,Vorderradantrieb,Schaltgetriebe manuell,138000,185,Cabriolet,Benzin,Zuzwil,SAAB,9-3,9-3 2.0i-16 T SE,9-3 2.0i-16 T SE,SAAB 9-3 2.0i-16 T SE,4abaed10-38dc-4b56-9fe5-ff8b6318bf62
G,2006,4,beige,370 g/km,3,5,15.8 l/100km,4244,Occasion,"""Ab MFK""",orange,Hinterradantrieb,Automatisiertes Schaltgetriebe,33600,400,Limousine,Benzin,Zuzwil,MASERATI,QUATTROPORTE,Quattroporte 4.2 Exec. GT,Quattroporte 4.2 Exec. GT,MASERATI Quattroporte 4.2 Exec. GT,af05eb59-ae7e-405e-996f-592978f7d6b4
null,1984,3,anthrazit,null,6,4,null,2491,Occasion,null,orange,Hinterradantrieb,Schaltgetriebe,584,160,Coupé,Benzin,Zuzwil,ALFA ROMEO,GTV,GTV 6 2.5,6 2.5,ALFA ROMEO GTV 6 2.5,74e6095e-de34-40b8-8d05-d806e7bc2cc5
null,1992,2,schwarz,null,12,4,null,6000,Occasion,"""Ab MFK""",orange,Hinterradantrieb,Automatik-Getriebe,89100,380,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,,SL 60,SL 60,MERCEDES-BENZ SL 60,12ed84b8-08f5-436b-acb1-4dbfa14e7795
null,2007,2,null,null,1,1,null,3600,Occasion,"""Rennwagen""",orange mét.,Hinterradantrieb,Automatik-Getriebe,5000,415,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GT3 CUP Rennwagen,GT3 CUP Rennwagen,PORSCHE 911 GT3 CUP Rennwagen,7082ab83-ee43-4ff7-a06c-d2fdd30cfba6
G,2002,2,anthrazit,340 g/km,10,2,14.2 l/100km,5439,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automat,32000,500,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,b820e097-f962-4c0d-bb48-780ad6fb2825
null,1996,2,null,null,0,1,null,5707,Occasion,null,orange mét.,Allrad,Schaltgetriebe,7000,0,Coupé,Benzin,Porrentruy,LAMBORGHINI,DIABLO,DIABLO SV-R Race,SV-R Race,LAMBORGHINI DIABLO SV-R Race,295188ff-4b95-434c-b1d2-1bb44ba5b3a7
null,1990,4,null,null,5,5,null,6749,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,60100,320,Limousine,Benzin,Zuzwil,BENTLEY,TURBO,Turbo R,Turbo R,BENTLEY Turbo R,e863b7d1-328b-4350-b30c-35054cece82b
null,2008,2,schwarz,307 g/km,7,4,12.8 l/100km,3600,Occasion,"""Ab MFK""",rot,Allrad,Automatik-Getriebe,9650,480,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,6bcbf529-c85a-4701-98c0-448942d54157
null,2005,2,braun,400 g/km,3,4,17.5 l/100km,4244,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,41800,390,Coupé,Benzin,Zuzwil,MASERATI,COUPÉ GT,Coupé GT,Coupé GT,MASERATI Coupé GT,6e7f119e-1824-459e-9b1c-a0fb7729e4a4
G,2005,5,schwarz,261 g/km,4,5,11.0 l/100km,3498,Occasion,"""Ab MFK""",rot,Allrad,Automat,140200,272,Kombi,Benzin,Zuzwil,MERCEDES-BENZ,E 350,E 350 Elégance 4Matic,E 350 Elégance 4Matic,MERCEDES-BENZ E 350 Elégance 4Matic,dfaf9c0a-a2e9-4c6b-a877-106b85c4fb3d
G,2005,2,null,362 g/km,5,2,15.1 l/100km,5981,Occasion,null,rot,Hinterradantrieb,Automat,22100,612,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG,SL 65 AMG,MERCEDES-BENZ SL 65 AMG,36db864a-0879-44de-b2ee-367548029c0d
G,2001,2,schwarz,440 g/km,5,2,19.3 l/100km,3586,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,58000,400,Cabriolet,Benzin,Zuzwil,FERRARI,F360,F360 Spider,F360 Spider,FERRARI F360 Spider,e2ccf958-b127-4f58-9364-9cb12b396b76
G,2004,2,schwarz,346 g/km,5,2,14.4 l/100km,5513,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,20900,600,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,37de30f3-a85a-4ffe-924e-3e0e2cdcfded
G,2002,2,anthrazit,340 g/km,5,2,14.2 l/100km,5439,Occasion,"""Ab MFK"", ""Tuning""",rot,Hinterradantrieb,Automat,36800,476,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 55 AMG,SL 55 AMG,SL 55 AMG,MERCEDES-BENZ SL 55 AMG,4ce49ed1-12bb-4191-9fa5-0ca49849ffce
G,2008,5,schwarz,333 g/km,7,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",rot,Allrad,Automat,112400,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro 730PS,RS6 Avant 5.0 V10 quattro 730PS,AUDI RS6 Avant 5.0 V10 quattro 730PS,eb745c50-c9c1-43fa-8cab-b16347d5d1d0
null,2000,5,grau,274 g/km,7,5,11.4 l/100km,2671,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe manuell,185900,265,Kombi,Benzin,Zuzwil,AUDI,S4,S4 Avant quattro,S4 Avant quattro,AUDI S4 Avant quattro,ae3edbf5-e09f-435e-a639-5c4723aea310
null,1990,2,beige,null,4,4,null,2989,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,148600,211,Cabriolet,Benzin,Zuzwil,PORSCHE,944,944 S2 Cabriolet ABS,944 S2 Cabriolet ABS,PORSCHE 944 S2 Cabriolet ABS,0f64d09a-4ec5-40e5-9869-367e741d164e
null,2001,3,schwarz,null,12,2,null,7990,Occasion,"""Ab MFK"", ""Tuning""",rot,Hinterradantrieb,Schaltgetriebe,18600,800,Cabriolet,Benzin,Zuzwil,DODGE,VIPER,VIPER RT/10,RT/10,DODGE VIPER RT/10,24a422db-9d5d-43c7-a015-0043b1e9fabb
G,2003,5,beige,389 g/km,12,5,16.2 l/100km,4398,Occasion,"""Ab MFK""",rot,Allrad,Automat sequentiell,90400,286,SUV / Geländewagen,Benzin,Zuzwil,LAND ROVER,RANGE ROVER,Range Rover 4.4 V8 HSE,Range Rover 4.4 V8 HSE,LAND ROVER Range Rover 4.4 V8 HSE,6b844a62-94c1-43d6-8bc7-84d84b340a63
G,2003,5,beige,350 g/km,9,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",rot,Allrad,Automat sequentiell,47000,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,495acd98-cf7c-4be7-8839-d641b8947e63
null,1998,2,null,null,10,2,20.8 l/100km,3496,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,67000,380,Cabriolet,Benzin,Zuzwil,FERRARI,F355,F355 Spider,F355 Spider,FERRARI F355 Spider,0483f1a5-ca23-4747-b623-f761754c5552
G,2007,5,schwarz,329 g/km,9,5,13.7 l/100km,4806,Occasion,"""Ab MFK""",rot,Allrad,Automat,78400,385,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne S,Cayenne S,PORSCHE Cayenne S,502edc05-dced-4c35-b0f7-d7fe663b64ac
G,2013,4,schwarz,237 g/km,10,5,10.1 l/100km,5461,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,4900,585,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,S 63 AMG,S 63 AMG,S 63 AMG,MERCEDES-BENZ S 63 AMG,06d18fb1-002d-4091-b464-ceca62f0f851
G,1998,2,anthrazit,295 g/km,1,4,12.0 l/100km,3387,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,58200,300,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera,911 Carrera,PORSCHE 911 Carrera,620e1f63-8e13-4f4b-9cc6-518a59066e4e
G,2006,2,schwarz,394 g/km,5,4,16.5 l/100km,5935,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat sequentiell,41000,457,Cabriolet,Benzin,Zuzwil,ASTON MARTIN,DB9,DB9 Volante,DB9 Volante,ASTON MARTIN DB9 Volante,7fd38fcc-ce2c-4ee2-a39e-92b70304d309
G,2003,2,schwarz,202 g/km,6,2,8.5 l/100km,1998,Occasion,"""Ab MFK"", ""Tuning""",rot,Hinterradantrieb,Schaltgetriebe manuell,11700,200,Cabriolet,Benzin,Zuzwil,OPEL,SPEEDSTER,Speedster 2.0 16V Turbo,Speedster 2.0 16V Turbo,OPEL Speedster 2.0 16V Turbo,719e3566-de68-4a31-8d6e-6a93ca476d52
G,2002,2,schwarz,500 g/km,5,2,21.5 l/100km,6192,Occasion,"""Ab MFK""",blau,Allrad,Schaltgetriebe manuell,16000,580,Coupé,Benzin,Zuzwil,LAMBORGHINI,MURCIÉLAGO,Murciélago 6.2 Coupé,Murciélago 6.2 Coupé,LAMBORGHINI Murciélago 6.2 Coupé,ed967f43-d448-4740-ae9a-c827b2e3b61c
G,2009,5,schwarz,333 g/km,3,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",rot,Allrad,Automat sequentiell,89000,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,1f4a4050-3c90-436d-9944-2bb1349c878f
G,2014,2,braun,231 g/km,4,4,9.9 l/100km,3800,Occasion,"""Ab MFK""",rot,Allrad,Automatisiertes Schaltgetriebe,9900,560,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Turbo S Cabrio,911 Turbo S Cabrio,PORSCHE 911 Turbo S Cabrio,8147ab08-6519-43e4-8643-5d18782313ba
G,2012,4,anthrazit,230 g/km,1,5,9.8 l/100km,5461,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,20100,557,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 63 AMG,E 63 AMG CGI,E 63 AMG CGI,MERCEDES-BENZ E 63 AMG CGI,00d64d4e-64b0-4103-9512-ea11d30e75bc
null,1998,4,beige,317 g/km,2,5,13.3 l/100km,4398,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,63000,286,Limousine,Benzin,Zuzwil,BMW,740,740i,740i,BMW 740i,7e3e84a3-db13-4763-8ee4-ea4d64f892f5
G,2003,5,grau,378 g/km,3,5,15.7 l/100km,4511,Occasion,"""Ab MFK""",rot,Allrad,Automat sequentiell,79000,450,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo,Cayenne Turbo,PORSCHE Cayenne Turbo,33a46069-9f92-4e97-a11b-984b6c749660
G,2007,2,beige,420 g/km,3,2,18.3 l/100km,4308,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,45000,486,Coupé,Benzin,Zuzwil,FERRARI,F430,F430,F430,FERRARI F430,7c4fb958-f302-4faf-8129-8016c1f59b69
G,2002,2,anthrazit,304 g/km,6,2,12.7 l/100km,4966,Occasion,null,rot,Hinterradantrieb,Automat,36800,306,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,3ed851d2-400d-4739-89fc-87946bf65181
null,1995,2,grün,null,4,4,null,3598,Occasion,"""Ab MFK""",rot,Allrad,Schaltgetriebe manuell,96000,272,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Carrera 4 Ruf Turbo BTR 2 420 PS,911 Carrera 4 Ruf Turbo BTR 2 420 PS,PORSCHE 911 Carrera 4 Ruf Turbo BTR 2 420 PS,767359d5-246d-4cef-9bfe-45e6b14c7346
null,1983,2,grau,null,4,4,null,1997,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,114800,170,Coupé,Benzin,Zuzwil,MITSUBISHI,STARION,Starion 2000 Turbo,Starion 2000 Turbo,MITSUBISHI Starion 2000 Turbo,300e6073-c2a6-4ea0-bd61-70c389562985
G,2004,2,schwarz,309 g/km,1,2,12.9 l/100km,3600,Occasion,"""Ab MFK"", ""Tuning""",rot,Allrad,Schaltgetriebe manuell,14400,420,Cabriolet,Benzin,Zuzwil,PORSCHE,911,911 Turbo Cabrio,911 Turbo Cabrio,PORSCHE 911 Turbo Cabrio,88bf847e-30b6-49cd-8752-f0a56edc0b4e
null,2002,2,anthrazit,218 g/km,3,5,9.1 l/100km,2979,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Automatik-Getriebe,81900,231,Coupé,Benzin,Zuzwil,BMW,330,330Ci,330Ci,BMW 330Ci,c9998b05-9158-4856-a6fd-8d9bdde43108
null,1986,4,grün,null,9,5,null,6750,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,101500,300,Limousine,Benzin,Zuzwil,BENTLEY,Mulsanne,Mulsanne Turbo,Turbo,BENTLEY Mulsanne Turbo,6b660e45-622c-4b05-a769-1db1153b8505
G,2007,5,grau,296 g/km,1,5,12.5 l/100km,5654,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat sequentiell,47100,340,Kombi,Benzin,Zuzwil,CHRYSLER,300C,300C T 5.7 HEMI V8,300C T 5.7 HEMI V8,CHRYSLER 300C T 5.7 HEMI V8,42d573cd-fc7f-49f5-9591-a90d5a922dc7
null,2005,4,grau,239 g/km,4,5,10.2 l/100km,1998,Occasion,"""Ab MFK""",rot,Vorderradantrieb,Automatik-Getriebe,104400,252,Limousine,Benzin,Zuzwil,SAAB,9-3,9-3 2.0T Performance,9-3 2.0T Performance,SAAB 9-3 2.0T Performance,d57845f8-f5a5-4720-bc40-1fe34e0a3493
null,2002,5,anthrazit,222 g/km,4,5,9.3 l/100km,2435,Occasion,"""Ab MFK""",rot,Vorderradantrieb,Automatik-Getriebe,83000,200,Kombi,Benzin,Zuzwil,VOLVO,V70,V70 2.4T,V70 2.4T,VOLVO V70 2.4T,9e82a0d7-87b0-4a38-8f9c-04d8308076c8
G,2008,4,schwarz,240 g/km,7,5,9.1 l/100km,2967,Occasion,"""Ab MFK""",rot,Allrad,Automat,84600,240,Limousine,Diesel,Zuzwil,VW,PHAETON,Phaeton 3.0 TDi V6 4M,Phaeton 3.0 TDi V6 4M,VW Phaeton 3.0 TDi V6 4M,b2f4abd0-1943-4341-a3c7-342396775dba
G,2006,4,schwarz,253 g/km,11,5,10.6 l/100km,3498,Occasion,"""Ab MFK""",rot,Allrad,Automat,43700,272,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,C 350,C 350 Elégance 4Matic,C 350 Elégance 4Matic,MERCEDES-BENZ C 350 Elégance 4Matic,efc1b16b-4dd7-4bfe-b297-8cdb890322cf
G,1999,4,braun,336 g/km,4,5,13.9 l/100km,4941,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,29800,400,Limousine,Benzin,Zuzwil,BMW,M5,M5,M5,BMW M5,024ca7a1-0b4e-47ad-b7c7-cf4308c9b767
null,1993,2,schwarz,null,5,2,null,5984,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,68900,394,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 600,SL 600,SL 600,MERCEDES-BENZ SL 600,9af0dc53-8b0f-4a3f-86e4-539324038beb
null,1998,2,grau,null,3,2,9.7 l/100km,2480,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,73200,204,Cabriolet,Benzin,Zuzwil,PORSCHE,BOXSTER,Boxster 2.5,Boxster 2.5,PORSCHE Boxster 2.5,e3a1cdab-8dd9-425b-a41b-a16f90679870
null,1996,2,null,400 g/km,1,4,16.9 l/100km,5987,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,36600,394,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,0c598117-e97f-4f37-9924-c8ad80bd2395
null,1974,2,schwarz,null,3,2,null,1295,Occasion,"""Ab MFK""",blau,Hinterradantrieb,Schaltgetriebe,38000,60,Cabriolet,Benzin,Zuzwil,TRIUMPH,Spitfire,Spitfire MK IV,MK IV,TRIUMPH Spitfire MK IV,0a15c96b-7790-4b4a-87bf-93338d62b19f
null,1978,4,mehrfarbig,null,6,5,null,3744,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,30900,196,Limousine,Benzin,Zuzwil,ROLLS-ROYCE,Silver Shadow,Silver Shadow II,II,ROLLS-ROYCE Silver Shadow II,7e33c5b1-92a8-4598-ad2e-9c50e46818f6
G,2001,4,schwarz,305 g/km,1,5,12.6 l/100km,3996,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,95100,363,Limousine,Benzin,Zuzwil,JAGUAR,XJ,XJR 4.0 V8 S/C,XJR 4.0 V8 S/C,JAGUAR XJR 4.0 V8 S/C,6ab05489-757d-48f5-90bb-48a276be7a83
G,2002,4,braun,495 g/km,5,5,20.6 l/100km,6761,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,62000,457,Limousine,Benzin,Zuzwil,BENTLEY,ARNAGE,Arnage T,Arnage T,BENTLEY Arnage T,3489d8ba-3412-47d5-88c5-88e95914a3c7
G,2007,2,braun,340 g/km,4,4,14.3 l/100km,5514,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat sequentiell,99999,517,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,CL 600,CL 600,CL 600,MERCEDES-BENZ CL 600,176de62e-9c43-4333-b3cd-9fde0999f9ef
G,2010,4,schwarz,295 g/km,1,5,12.6 l/100km,6209,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,29000,525,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 63 AMG,E 63 AMG,E 63 AMG,MERCEDES-BENZ E 63 AMG,b7435590-4a65-4458-a677-127fda607a92
null,1968,2,schwarz,null,4,2,null,1598,Oldtimer,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,85000,110,Coupé,Benzin,Zuzwil,MARCOS,,1600 GT,1600 GT,MARCOS 1600 GT,6ce01d88-cb11-40ba-8138-ff51aa0ccf72
null,1993,2,grau,null,4,2,null,4971,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,117900,320,Cabriolet,Benzin,Zuzwil,MERCEDES-BENZ,SL 500,SL 500,SL 500,MERCEDES-BENZ SL 500,3e12b301-7584-43bc-87ee-990e4d72a1e1
null,2000,0,null,null,2,0,null,0,Occasion,null,rot,Vorderradantrieb,Schaltgetriebe,99,0,Limousine,null,Zuzwil,RENAULT,CLIO,CLIO Rennwagen,Rennwagen,RENAULT CLIO Rennwagen,0252a44a-f8e8-436e-9876-1ff27e0b6c7e
null,1982,2,grau,null,11,4,null,2663,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe,82400,150,Coupé,Benzin,Zuzwil,RENAULT,ALPINE,ALPINE V6,V6,RENAULT ALPINE V6,81417a8a-d375-4922-a57e-ede7f850e1f3
null,2001,2,schwarz,null,1,2,null,3600,Occasion,"""Ab MFK""",rot,null,null,21100,370,Coupé,Benzin,Zuzwil,PORSCHE,911,911 GT3 CS,GT3 CS,PORSCHE 911 GT3 CS,ce6e676e-74b2-425b-b4b0-393213ee4862
null,2003,5,schwarz,null,3,7,null,5403,Occasion,"""Ab MFK""",blau,null,Automatik-Getriebe,130000,300,SUV / Geländewagen,Benzin,Zuzwil,LINCOLN,Navigator,Navigator 32 V,32 V,LINCOLN Navigator 32 V,ee8c1e27-7dd6-4962-b2cb-b6bcc5c72820
G,2004,2,beige,499 g/km,1,2,21.8 l/100km,5748,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatisiertes Schaltgetriebe,28000,517,Coupé,Benzin,Zuzwil,FERRARI,575M,575M,575M,FERRARI 575M,cb1994dd-09e4-4b40-a982-6383030c8086
null,2012,2,schwarz,null,4,2,null,5980,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,43000,730,Coupé,Benzin,Zuzwil,MERCEDES-BENZ,SL 65 AMG,SL 65 AMG BLACK SERIES,BLACK SERIES,MERCEDES-BENZ SL 65 AMG BLACK SERIES,62b438c9-8455-43a5-9dbe-27f464bf99a1
null,2002,2,beige,309 g/km,1,4,12.9 l/100km,3600,Occasion,"""Ab MFK""",rot,Allrad,Automatik-Getriebe,29000,420,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo,911 Turbo,PORSCHE 911 Turbo,6c9c00ae-3997-42be-8add-42b41b20e140
null,1996,4,grau,326 g/km,5,5,14.3 l/100km,4196,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,132600,279,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 420,E 420 Avantgarde,E 420 Avantgarde,MERCEDES-BENZ E 420 Avantgarde,39cec242-cd72-4105-9fa6-57e536dcd8b7
null,1999,4,schwarz,322 g/km,1,5,13.5 l/100km,4172,Occasion,"""Ab MFK""",rot,Allrad,Automat,69900,300,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,6ff0ac3c-e3e0-489a-af29-2cd242d1a7a4
G,2006,2,rot,420 g/km,3,2,18.3 l/100km,4308,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automatik-Getriebe,4400,486,Coupé,Benzin,Zuzwil,FERRARI,F430,F430,F430,FERRARI F430,fe7e47c1-15e3-4af4-be3f-528e1468aef9
null,1979,0,mehrfarbig,null,7,7,null,5893,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,13800,0,Kompaktvan / Minivan,Benzin,Zuzwil,DODGE,,B 200,B 200,DODGE B 200,1f04a1b2-5edb-41d7-a22b-a223095551af
G,2010,5,null,333 g/km,9,5,14.0 l/100km,4991,Occasion,"""Ab MFK""",rot,Allrad,Automat,38000,580,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant 5.0 V10 quattro,RS6 Avant 5.0 V10 quattro,AUDI RS6 Avant 5.0 V10 quattro,61d615ab-06d6-4720-9bfb-ef569567fba6
G,2001,2,schwarz,323 g/km,9,5,13.4 l/100km,3246,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Schaltgetriebe manuell,127800,343,Coupé,Benzin,Zuzwil,BMW,M3,M3,M3,BMW M3,8987749e-c519-410b-84f0-fcd3a88cc20a
null,2000,5,schwarz,254 g/km,9,5,10.6 l/100km,2671,Occasion,"""Ab MFK"", ""Tuning""",rot,Vorderradantrieb,Schaltgetriebe manuell,45000,230,Kombi,Benzin,Zuzwil,AUDI,A6,A6 Avant 2.7 T Ambition,A6 Avant 2.7 T Ambition,AUDI A6 Avant 2.7 T Ambition,78a076de-903b-41bd-a13d-47109b3d6ef9
G,2010,5,schwarz,270 g/km,1,5,11.5 l/100km,4806,Occasion,"""Ab MFK""",anthrazit,Allrad,Automat sequentiell,2900,500,SUV / Geländewagen,Benzin,Zuzwil,PORSCHE,CAYENNE,Cayenne Turbo Techart Magnum Kit,Cayenne Turbo Techart Magnum Kit,PORSCHE Cayenne Turbo Techart Magnum Kit,1255ad85-ac71-418b-a69c-bb4dda28e6a6
G,2003,5,schwarz,350 g/km,5,5,14.6 l/100km,4172,Occasion,"""Ab MFK""",blau,Allrad,Automat sequentiell,43400,450,Kombi,Benzin,Zuzwil,AUDI,RS6,RS6 Avant quattro,RS6 Avant quattro,AUDI RS6 Avant quattro,026afdb3-6941-423e-bacd-5973503d2c88
G,2000,4,beige,299 g/km,1,5,12.5 l/100km,3996,Occasion,"""Ab MFK""",rot,Hinterradantrieb,Automat,44200,276,Limousine,Benzin,Zuzwil,JAGUAR,S-TYPE,S-Type 4.0 V8,S-Type 4.0 V8,JAGUAR S-Type 4.0 V8,612c12b9-727e-40df-9b24-01c7a4d57600
G,2015,2,schwarz,227 g/km,1,4,9.7 l/100km,3800,Neu,"""Ab MFK""",rot mét.,Allrad,Automatisiertes Schaltgetriebe,100,560,Coupé,Benzin,Zuzwil,PORSCHE,911,911 Turbo S,911 Turbo S,PORSCHE 911 Turbo S,17da37f2-e970-4fbd-b515-57cf96ce3530
null,1977,2,mehrfarbig,null,5,5,null,993,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Schaltgetriebe manuell,78000,47,Limousine,Benzin,Zuzwil,TOYOTA,,1000 / Publica,1000 / Publica,TOYOTA 1000 / Publica,a5c7c6da-b65c-4e87-b3a1-03eb171a21fb
null,1997,4,null,null,9,5,13.2 l/100km,4172,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,33800,300,Limousine,Benzin,Zuzwil,AUDI,A8,A8 4.2 quattro,A8 4.2 quattro,AUDI A8 4.2 quattro,63a6a292-ea10-459a-a53b-bea9ef17f4fe
G,2002,2,mehrfarbig,305 g/km,4,4,12.7 l/100km,3996,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Automat,77600,363,Cabriolet,Benzin,Zuzwil,JAGUAR,XK,XKR S/C Convertible,XKR S/C Convertible,JAGUAR XKR S/C Convertible,f87671f9-abbb-493c-8047-017eac137883
null,1998,5,schwarz,null,4,5,10.4 l/100km,2771,Occasion,"""Ab MFK""",rot mét.,Allrad,Automatik-Getriebe,196300,193,Kombi,Benzin,Zuzwil,AUDI,A4,A4 Avant 2.8 q.Ambition,A4 Avant 2.8 q.Ambition,AUDI A4 Avant 2.8 q.Ambition,f6a00ba4-8b63-4372-b39b-a284a18cdfd3
null,1996,4,schwarz,null,11,5,13.5 l/100km,4973,Occasion,"""Ab MFK""",rot mét.,Hinterradantrieb,Automat,33700,347,Limousine,Benzin,Zuzwil,MERCEDES-BENZ,E 50 AMG,E 50 AMG Avantgarde,E 50 AMG Avantgarde,MERCEDES-BENZ E 50 AMG Avantgarde,07340e8a-2cd7-411e-9317-c366ef5b6605
G,2004,5,schwarz,324 g/km,8,5,13.5 l/100km,4799,Occasion,"""Ab MFK""",rot mét.,Allrad,Automat sequentiell,61900,360,SUV / Geländewagen,Benzin,Zuzwil,BMW,X5,X5 4.8is,X5 4.8is,BMW X5 4.8is,0213ec78-be11-44b9-8060-d102403d51f0
